Pool name, Weekday, Start time, End time, Note
Balboa Pool,Saturday,9:00AM,11:00AM,Parent Child Swim on Steps
Balboa Pool,Saturday,12:30PM,2:00PM,Family Swim
Balboa Pool,Saturday,2:30PM,3:30PM,Family Swim
Balboa Pool,Saturday,4:00PM,5:00PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,7:00AM,10:00AM,Parent Child Swim on Steps
Balboa Pool,Tuesday,12:30PM,2:00PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,2:30PM,4:00PM,Parent Child Swim on Steps
Balboa Pool,Wednesday,9:00AM,10:15AM,Parent Child Swim on Steps
Balboa Pool,Wednesday,2:00PM,4:00PM,Family Swim - shallow pool
Balboa Pool,Thursday,7:00AM,10:00AM,Parent Child Swim on Steps
Balboa Pool,Thursday,11:30AM,2:00PM,Parent Child Swim on Steps
Balboa Pool,Thursday,2:30PM,4:00PM,Parent Child Swim on Steps
Balboa Pool,Thursday,6:00PM,7:30PM,Family Swim
Balboa Pool,Friday,8:30AM,10:00AM,Parent Child Swim on Steps
Balboa Pool,Friday,1:30PM,3:00PM,Parent Child Swim on Steps
Balboa Pool,Friday,3:30PM,5:30PM,Parent Child Swim on Steps
Coffman Pool,Saturday,9:00AM,11:00AM,Family Swim
Coffman Pool,Saturday,1:00PM,2:00PM,Family Swim
Coffman Pool,Saturday,2:30PM,3:45PM,Family Swim
Coffman Pool,Tuesday,2:00PM,4:00PM,Family Swim - Shared Pool
Coffman Pool,Wednesday,1:30PM,2:30PM,Family Swim
Coffman Pool,Wednesday,3:30PM,5:30PM,Family Swim
Coffman Pool,Wednesday,5:45PM,7:00PM,Family Swim - Shared Pool
Coffman Pool,Friday,2:00PM,3:00PM,Family Swim
Coffman Pool,Friday,3:30PM,5:30PM,Family Swim
Garfield Pool,Sunday,12:30PM,2:00PM,Family Swim - Small Pool
Garfield Pool,Sunday,2:30PM,4:30PM,Family Swim
Garfield Pool,Monday,7:00AM,8:45AM,Family Swim - Small Pool
Garfield Pool,Monday,2:00PM,3:45PM,Family Swim - Small Pool
Garfield Pool,Monday,5:15PM,6:30PM,Family Swim - Small Pool
Garfield Pool,Tuesday,2:00PM,3:30PM,Family Swim - Small Pool
Garfield Pool,Wednesday,7:00AM,8:45AM,Family Swim - Small Pool
Garfield Pool,Wednesday,9:00AM,10:45AM,Family Swim - Small Pool
Garfield Pool,Wednesday,2:00PM,3:45PM,Family Swim - Small Pool
Garfield Pool,Wednesday,5:15PM,7:00PM,Family Swim - Small Pool
Garfield Pool,Thursday,2:00PM,3:30PM,Family Swim - Small Pool
North Beach Pool,Saturday,1:45PM,3:00PM,Family Swim
North Beach Pool,Saturday,3:30PM,5:00PM,Family Swim
North Beach Pool,Tuesday,3:30PM,5:00PM,Family Swim
North Beach Pool,Wednesday,5:30PM,6:30PM,Family Swim
North Beach Pool,Thursday,4:15PM,5:30PM,Family Swim
North Beach Pool,Friday,9:00AM,10:15AM,Family Swim
North Beach Pool,Friday,5:30PM,7:00PM,Family Swim
Rossi Pool,Sunday,12:30PM,2:00PM,Family Swim
Rossi Pool,Sunday,2:30PM,3:30PM,Family Swim
Rossi Pool,Tuesday,6:15PM,7:30PM,Family Swim - 2 lanes
Rossi Pool,Wednesday,2:00PM,3:30PM,Family Swim - 2 lanes
Rossi Pool,Thursday,6:15PM,7:30PM,Family Swim - 3 lanes
